⊢⊣><⋈⊙∈⊤⊥⊞∋⊡	B
⊢>∈⊤>⋈⊥<⋈⊞∋⊤⊙⊡⊣	B
⊢><⋈⊣∈⊤⊥∋⊙⊞⊡⊙	B
⊢⊣>⋈⊙∈⊤⊥⊞<∋⊙⊡⋈⊣	B
⊢⊣>>>⋈⊙∈⊤<<<⊥∋⊞⊙⊡⋈⊙	B
⊢>>>⋈⋈⋈⋈∈⊤>⊡∋⊥<⊡∋⊞⊙⊣	B
⊢>⊙⋈<∈∈∈⊞∋⊣⊡	B
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊢⊣><⋈⊙∈⊤>⊥<⊞∋⋈⊡⊙><⋈⊤⊥⊞∋⊡⊙⊣	B
⊢⊙∈∋∈⊤>⊥<∋⊡⋈⊣⊞	B
⊢⊙⊣∈⊤>⊥<∋⊞⋈⊡	B
⊢>∈⊤⊥⋈⋈⊞∋⊙<⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢>∈⊤>⊙∋⊥<∋⋈⊙⊞⋈⊡⊣⊙	B
⊢⊙∈⊤><⊥∋⋈⊞⊡⊣	B
⊢∈>⋈⊙⊞⊡⊤<⋈∋⊣⊙	B
⊢>⋈∈⊤⊥⊞<∋⊙⋈⊣⊡	B
⊢>∈⊤⊙⊡<⊥⊞∋⋈⊣	B
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊢⊙>⊡∈⊤⋈⊞⊥<∋⊙⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢∈⊤>⊥<∋⋈⊙⊡⊣	T
⊢∈⊤>⊥<∋⋈⊙⊞⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊣><⋈⊙∈⊤>∋⊥<⊞⊡⋈⊙⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊙>∈⊤⊥∋⊞⊙⋈⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊣><⋈⊙∈⊤∋⊥⊞⊡><⋈⊙∈⊤∋⊥⊞⊡><⋈⊙∈⊤∋⊥⊞⊡><⋈⊙∈⊤∋⊥⊞⊡	B
⊢⊣∈>⊤⊡∋<⋈⊤⊡∋<⋈⊤⊡∋<⋈⊤⊡∋∋⊙⊞⊡⊣	B
⊢⊣>∈⊤⊥∋<⋈⊙⊞⊡>∈⊤⊥∋⋈⊙⊞⊡⋈<⊣	B
⊢⊣>⋈⊙∈⊤>⊡⊡⊡⊤<⊡⊡∋⊙⊞⊥<⋈⊡⊣	B
⊢>∈⊤⊥⊞∋⊙⋈⊡⊣	B
⊢⊣⊙>⋈⋈⋈∈⊤⊡∋<⊥⊡∋⊞⊙⋈⊣	B
⊢>∈⊤⊥⊞∋⋈⊙<⊡⊣	B
⊢⊣∈⊤>⋈⊙⊡∋⊥<⋈⊞⊙⋈⊣	B
⊢⊣⊙>∈⊤⊥⊞∋⋈⊡<⊙	B
⊢⊙>∈⊤⊞⊥∋⋈<⊡⊣	B
⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙	N
⊢>⋈∈⊤>⊥<∋⋈⊞⊙⊡⊣	B
⊢>⋈⊙∈⊤⊥<⊞∋⊡⊣	B
⊢>⋈∈⊤⊥⊞∋⊙<⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊢>>>⊙⊣⋈∈⊤⊥⊞∋⊡>>>>∈⊤∋>⊞>><⋈⊙⊡	B
⊙<∈>∋⋈⊡⊙	T
⊢⊣>∈>⊤⊡⋈⊙<⊥⊞∋⋈>∈>⊤⊡⋈⊙<⊥⊞∋⋈>∈>⊤⊡⋈⊙<⊥⊞∋⋈⊣	B
⊢⊣>⋈∈⊤>⊥<∋⊙⋈⊤⊡⊞<⊙⋈⊣	B
⊢⊙>∈⊤>>>⊡⋈∋⊥∋>∈⊤>>>⊡⋈∋>⊞⋈⊙<⊣⊡	B
⊢⊣⊙>∈⊤⋈⊡<⊥⊞∋⊙⋈>⊣⊙	B
⊢><∈⊤⊤⋈⊙<<⊥⊥∋∋⊞⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊢⊣>⋈⊙∈⊤∋<⋈⊥⊞⊡	B
⊢⊣>⋈⊙∈⊤⊥⊞<∋⊡⊙⋈⊣	B
⊢>∈⊤⊥⋈⋈⋈⋈⊞∋⊙<⊡⊣	B
⊢⊙>∈⊤⋈⊡∋⊞<⊣	B
⊢⊙⊣∈>⊤<⊥⊞∋⋈⊙⊡	B
⊙<∈>∋⋈⊡⊙	T
⊢⊙>⊙∈⊥∋⊙⋈⊤⊞⊡⊣	B
⊢>⊣>⊙><⋈∈∈⊤⊤∋∈⊤⊞⊤∋∋⊡	B
⊢⊣>⋈⊡>⋈⊡>⋈⊡>⋈⊡∈⊤⊙⊡∋⊥<>⋈⊡∈⊤⊙⊡∋⊥<>⋈⊡>⋈⊡∈⊤⊙⊡∋⊞⊙⊡∋⊣	B
⊢⊣∈⊤>⋈⊥<∈⊤>⋈⊥<⊙∋⊡⊡⊡⊞⋈⊙	B
⊢⊣>⋈⊙∈⊤<⊥∋⊞⊡⋈<∈⊤∋⊡⊞⊙⊣<⋈⊡	B
⊢><⋈⊙∈⊤>∋⊥<∋⊞⊣⊡⊙⋈	B
⊢>⋈∈⊤>⊙⊥<⊙∋⋈⊞⊡⊣<⊙⊡	B
⊢⊣>∈⊤⋈⊙⊥<⋈⊞∋⊡⊙⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊣∈⊤>⋈⊙⊥<⋈∈⊤⋈⊡⊡⊡⊞∋⊙⊣	B
⊢⊣>⋈⊙∈⊤>⊡⊥<>⊞∋⊙⋈⊡⊣⊙	B
⊢⊣∈⊤>⋈⊡⊥<⊡⊞⊙∋⋈⊙⊣	B
⊢⊙∈⊤>⊡<⊥⋈∈⊤>⊡<⊥⋈∈⊤>⊡<⊥⋈⊞∈⊤>⊡<⊥∋⊙⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊣>>>⋈⋈∈⊤⊥<⋈⊞>⋈∈⊤⊥⊡⊙<⋈∈⊤⊥>⋈⊡⊙⋈∈⊤⊥>⋈⊞<⋈⊡∋⊙⊣	B
⊢>⋈⊙∈⊤<⊥⊞∋⊡⊣	B
⊢⊣>⋈⊙∈⊤⊥⊞∋⊡⊣	B
⊢⊣⊙∈>⊤⋈<⊥⋈∋⊡⊞⊙⋈⊣	B
⊢>⊡⋈<∈⊤⊥⊞∋⊙⊣⋈>⊡⋈<⊙⊞⊡⊣	B
⊢>⊙∈⋈⊡⊞<∈⊥∋⋈⊤∋⊙⊣	B
⊢>>>>>>>>⊙>>>⊣>>⋈∈⊤⊥⊞∋⊡>>>>>>>⊤>⊞>>>>><⋈⊙⊡	B
⊢>∈⊤⊥⊞<⋈∋⊙⊡>∈⊤⊥⊞<⋈⊡⊙>⊣	B
⊢⊙>∈⋈∋⊡>∈⊤⊥⊞<⊙⋈∋⊡⊣	B
⊢⊣⋈∈⊤>⋈∈⊤>⊡⋈⊤⊞<⊥>⋈⊤⊡∋⊙⋈⊤>∈⊤>⋈⊤⊡<⊥>⋈⊤⊞⊡∋⊙⋈⊤>∈⊤>⊙⊡⊥<⋈⊤⊞∋⊙⊡⊣	B
⊢⊣>∈⊤⋈⊥∋⊙<⊞⋈⊡⊙⊣	B
⊢⊙∈⊤>⋈⊥<⊞∋⊡⊣	B
⊢⊙>⋈⋈⋈⋈∈⊤⊥⊞∋⊡<⊣	B
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊢⊣⊙>∈⊤⋈⊡<⊥⋈⊙∈⊞∋⊡⊣	B
⊢⊣∈⊤>⋈⊙⊡⊥<∈⊤>⋈⊡⊞⊤>⋈⊡⊥<⋈⊡⊙∋⋈⊙⊡⊣	B
⊢⊣⋈⋈>∈⊤⊥⊞∋⊙<⊡>	B
⊢⊣><⋈⊙∈⊤⊥⊞∋⊡⋈⊙⊣	B
⊢⊙>⋈⋈⋈⊡∈⊤<⊞∋⊙⋈⊡⊣	B
⊢⋈∈⊥⊤∋⊙⊞>∈>∋⊡⋈⊙<⊡⊣	B
⊢⊣>⋈∈⊤>∈⊥<⋈∋⊞⊙⋈⊡>∈⊤∋⊙⋈⊡<⊤∋⊙⋈⊡⊣	B
⊢⊞><⋈∈⊤∋⋈>⊙>⊤⊡⊙⊣	B
⊢⊙⊣>∈⋈⊞∋⊡⊤<⋈⊡	B
⊙<∈>∋⋈⊡⊙	T
⊢⊙>∈⊤⋈⊥<∋⊡⊞⋈⊣	B
⊢>⋈∈⊤⊥⊞∋⊙⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊢>>>>>∈⊤⊥∋⊞⊙<⋈⊤⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢>⊙∈⊤⊥⊞∋⋈⊡	B
⊢⊙>∈>⊤⋈⊤∋⊡<⊥⊞>⊤⊥⋈⊡⊣	B
⊢>∈⊤⊥⋈⋈⊞∋<⊙⊣⊡>⊤⊡	B
⊢>⊣⊙∈⊤⊥⋈⊞<∋⊡⊣	B
⊢>⊙∈⊞⊤<∋⋈⊡⊣	B
⊢⊙>⋈∈⊤>⊡<⊥<⊡∋⊞⋈⊡⊙⊣	B
⊢⊙>⋈⊙⊡⊡∈⊞>⋈∈⊥<∋<⊤∋⊙⊣	B
⊢⊣><⋈⊙∈⊤⊥⊞∋⊡	B
⊢<∈⊤⊥∋>⋈∈⊞∋⊤<∈⊥⊤∋>⋈∈⊤∋<∈⊞∋⊙⋈⊡⊤⊣	B
⊢>⋈∈⊤⊥∋<⊞⊙⋈⊡⊣	B
⊢⊣>⋈⊙∈⊤>⊡<⊥⊡⊞⋈∋⊙⊣⊡	B
⊢⊣∈⊤>⊥<⋈∋⊙⊡⊞⋈⊙⊡><∈⊤⊥⊞∋⋈⊙⊡><∈⊤⊥⊞∋⋈⊙⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊣>⋈⊙∈⊤⊥⊞∋<⋈⊡	B
⊢⊣><⋈⊙∈⊤>⋈⊥<⋈∋⊞⊡⋈><⋈⊙⊡⊣⋈⊙⊡><⋈⊙⊣	B
⊢⊣>⋈⊙∈⊤⊥∋<⊞⊡⋈⊙><∈⊤⊥∋⊡⋈⊙>⊤⊥⊡⋈⊙∈⊤⊥∋⊡⊞<⋈⊙>⊡⋈⊙⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢>∈⊤⊙∋⋈<⊞∈⊤⊥∋⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊣>⋈⊙∈⊤>⋈⊙⊥<⋈⊙∋⊞⊡⋈⊙⊡<⋈⊙⊣	B
⊢⊣∈>>⊤⊥⊞⋈⊙<⊡∋	B
⊢⊙>∈⋈⊤<⊥∋⊞⊡⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊣>⋈>⋈>⋈>⋈>⋈∈⊤>⋈⊥<⋈⊞⊙∋⊤⊡⊡⊡⊡⊡⊡⊡⊡⊡⊡⊡⊡⋈⊙⊣⊙	B
⊢>⊞∈⊤⊥⊙∋⋈⊡	B
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊢>∈⊤⊡⋈>⊤⊡⋈⊙⊞⊤>⋈<⊥∈<⊤∋>⋈>∈⊤⊡>⋈∈⊤>⋈><>⊤><⊣⊙⋈⊡	B
⊢⊙>∈⊤⋈⊡∋<⊞⊡⊣	B
⊢⊙><∈⊤⊥∋⋈⊞⊡⊣	B
⊢⊙>∈⊤⊥⊞<⋈⋈∋⊡⊣	B
⊢>∈⊤⊥⋈⋈⊞∋⊙<⊡⊣	B
⊢>∈⊤⊥⋈⋈⊞∋⊙<⊡⊣	B
⊢⊙∈⊤⊥⊞∋⊡⋈∈⊞∋⊡<⊣	B
⊢∈>⋈⋈⊙⊡>∈⊤⊥⊞∋⊙⊡⋈>⊞⊙⊣	B
⊢⊙>∈⊤⊥⊞∋⋈<⊡⊣	B
⊢><⋈∈⊤>⊥<⊞∋⊙⋈⊡⊣	B
⊢⊣⊙∈⊤>⋈⊡⊥<⋈⊡∋⊞⊙⊣	B
⊢⊙>⋈∈⊤<⊥∋⊞⊡⊣	B
⊢⊙∈⊤>∋⊥<∋⋈⊞⊡⊣	B
⊢⊙>⊡∈⊤<⋈⊥∋⊞⊙⋈⊡⊣	B
⊢⊣∈⊤>⋈⊥∈⊥⊤<⊞⋈∋∋⊙⊡	B
⊢>∈⊤⋈⊙⊞⊥∋⊡<⋈⊙>∈⊤⊥⊞∋⊡⋈⊙⊣	B
⊢⊣>∈⊤⊥⋈⊙<⊞⊡∋⋈⊙<>⊞⊣⊢	F
⊢⊣>⊤<⊤∋⊙⊡⋈>⊤<⊤∋⊙⊡⋈⊞⊙⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊙∈>⊤<⊥⊞∋⊙⋈⊡⊣	B
⊢⊙>⋈∈⊤⊥⊞∋⊙⊡⊣	B
⊢⊣>>⋈∈⊤>⋈⊥<⊙∋⋈∈⊤>⊥<∋⋈⊙⊞⊡⊡⊣	B
⊢>⋈⊙∈⊤⊥⊞∋⊡<⊣	B
⊙<∈>∋⋈⊡⊙	T
⊢⊞>⊙<⋈∈⊤∋⊡>⊙⋈>∈⊤∋⊡⊣	B
⊢⊣>⋈⊙∈⊤>⋈⊙∋⊥<⊞⊡∋<⊙⊣	B
⊙<∈>∋⋈⊡⊙	T
⊙<∈>∋⋈⊡⊙	T
⊢⊙>∈⊤<⊥∋⋈⊞⊡⊣	B
⊢⊙∈>⊤<⊥⊞∋⋈⊡⊣	B
⊢⊣>⋈⊙∈⊤>⊡⊥<⊡⊞∋⋈⊙⊣	B
⊢>∈⊤>⋈⊙∋⊥<∋⊞⊡⊣	B
⊢⊡>⋈⊡∈⊤⊞∋⊙<⊥⊣	B
⊢⊣∈>⊤<⋈⊙⊡∈>⊤<⋈⊙⊡⊞∈>⊤∋⊙⊡⊣	B
⊢∈⊤⊥∋⊙⊡	T
⊢⊣∈⊤>⋈⊥<∋⊞⊙⊡⊣	B
⊢∈⊤>⊥<∋⊡⊣	T
⊢∈⊤>⊥<∋⊙⊡⊣	T
⊢>⋈<⋈>⊙∈⊤⊞∋⊡⊣	B
⊢>⊙∈⊤><⊥∋⋈⊞⊡⊣	B
⊢⊙>⋈⊡∈⊤∋∈⊥∋⊞<⊣	B
⊢>∈⊥<∋∈⊤⊙⋈∈⊤⊥⊞∋⊡⊣	B
⊢⊙⋈∈>⊤<⊥∋⊞⊡⊣	B
⊢>⊙⋈∈⊤⊥∋⊞⊡⊣	B
⊢>⋈∈⊤<∋⊙⊞⊡⊣	B
⊢⋈⊙>∈⊤>⊥<⊞∋⊡⊣	B
⊢>⊙∈⊤<⊙⊤∋⊞⋈⊡⊣	B
⊢⊙⋈∈>⊤<⊥∋⊞⊡⊣	B
⊢>⊙∈⊤><⊥⊞∋⋈⊡⊣	B
⊢>⊙⋈∈⊤<⊥⊞∋⊡⊣	B
⊢⋈⊙∈><⊤∋∈⊤∋⊞⊡⊣	B
⊢>⋈⊙∈⊤<⊥∋⊞⊡⊣	B
⊢>⊙∈⊤><⊥∋⊞⋈⊡⊣	B
⊢⊙∈⊤>⊥<∋⊞⋈⊡⊣	B
⊢∈⊤⊞⊥∋⋈⊙⊡⊣	B
⊢⊣>∈⊤∋⋈∈⊞⊥∋⋈>∈⊤∋⊡	B
⊢>⋈⊙∈⊤⊥∋⊞⊡⊣	B
⊢⊙⋈>∈⊤>∋∈⊞<⊥∋⊡⊙⊣	B
⊢⊙>∈⊤⋈⊥⊞∋<⊡⊣	B
⊢∈>⊤<⊥⊞∋⋈⊙⊡⊣	B
⊢>⋈∈⊤>∋⊙⊞⊡⊣	B
⊢∈⊤>⋈⊥<⊞∋⊙⊡⊣	B
⊢⋈>⊙∈⊤><⊥∋⊞⊡⊣	B
⊢∈⊤>⋈⊙⊞∋⊡⊣	B
⊢>⊙⋈∈⊤⊥⊞∋<⊡⊣	B
⊢>⋈⊡⋈∈⊤⊙∋∈⊤<⊥∋⊞⊡⊣	B
⊢>⋈⊙∈⊤∋⊞<⊡⊣	B
⊢∈⊤>⋈⊥<⊞∋⊡	B
⊢⊙∈⊞⊤>⊡⊥<∋⋈⊣	B
⊢⊙⋈>∈⊤>⊡∋⋈∈⊥<∋⊞⊡⊣⊙	B
⊢>⊙⋈∈⊤>⊥<∋⊞⊡⊣	B
⊢><⋈⊣∈⊤⊥∋⊙⊞⊡⊙	B
⊢∈>⊤<⊥∋⋈⊙⊞⊡⊣	B
⊢∈⊤<⊞⊥∋⊙⋈⊡⊣	B
⊢>⋈⊙∈⊤><⊥∋⊞⊡⊣	B
⊢⊙⋈>∈⊤>⊥<∋⊞⊡⊣	B
⊢>∈⊤⊥∋⊙⋈⊡⊣	T
⊢⊙⋈>∈⊤∋∈⊞∋⊡⊣	B
⊢⊙⊡>⋈∈⊤>⊥<∋⊙⋈⊡⊣	T
⊢⊙∈><∋∈><∋∈><∋∈><∋∈><∋∈><∋⋈∈⊤>⊡⊥<∋⊞⊣	B
⊢⊙>⋈∈⊤<⊥⊞∋⊡⊣	B
⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙	N
⊢∈⊤⊥⊞∋⋈⊙⊡⊣	B
⊢⊙>⋈∈⊤><⊥∋⊞⊡⊡⊣	B
⊢∈⊤⊥∋⊞⋈<⊙⊡⊣	B
⊢⊙>∈⊤⋈∋⊞<⊥⊡⊣	B
⊢>>>∈⊤⊥∋⊞⊙⊡⊣	B
⊢∈⊤⊥⊞∋><⋈⊙⊡⊣	B
⊢>⋈⊙∈⊤∋⊞⊡⊣	B
⊢⊙>⋈⊡>∈⊤⊥∋⋈∈⊤∋⋈∈⊞⊤∋⊡⋈>∈<⊥∋⊣	B
⊢⋈⊙>∈⊤⊥∈⊞∋∋⊡⊣	B
⊢⊙⋈>∈⊤⋈⊤∋⊞⊡⊣	B
⊢⊙⋈>⊡∈⊤>∋∈⊤⊞∋>⋈∈⊞<∋⊙⊡⊣	B
⊢>⊙∈⊤⋈∈⊡∋⋈∈⊤⊞∋<∈⊤⋈⊙⊡⊣	B
⊢⊡∈⊤⊥∋>∈⊤⊥∋∈⊞∋⋈>∈⊤⊞<∋⊙⊡⊣	B
⊢⊙⊣	N
⊢⊙>⋈∈⊤⊡∋⊙⊣	T
⊢>⋈⊙∈⊤>⊥<⊞∋⊡⊣	B
⊢⋈⊙∈⊞⊤>⊥<>∋⊡⊣	B
⊢⊙⋈∈>⊤<⊥⊞∋⊡⊣	B
⊢∈⊤>⊥<⊞∋⋈⊙⊡⊣	B
⊢⊙>⋈∈⊤>⊥<⊞∋⊡⊣	B
⊢⊙∈⊤⋈>⊥<⊞∋⊡⊣	B
⊢⊙>∈⋈⊤><⊤∋⊡⊙>∈⋈⊥<⊥∋⊞⊡⊣	B
⊢⊙>⋈∈⊤⊡∋⊣	T
⊢⊙∈⊞>⊤<⊥>⊤∋⋈⊡⊣	B
⊢>⊙∈⊤>⊡∋⋈>∈⊤⊙∋⊣	T
⊢⊙⊡∈>⋈⊤<⊥∋⊙⊞⋈⊡⊣	B
⊢⊙⋈∈⊤>⊞⊥<∋⊡⊣	B
⊢⊙⊡⋈∈⊤><⊥∋⊙⊞⊣	B
⊢∈><⊞⊤⋈⊙∋⊡⊣	B
⊢⊙>⋈∈⊤>⊡∋<∈⊥<∋⊞⋈⊙⊡⊣	B
⊢>∈⊥<>⋈⊙∈⊤∋⋈⊞⊡⊣	B
⊢>⊙⋈∈>⊤<⊥⊞∋>⊣⊡	B
⊢⊙>⋈∈⊤>⊥<⊞∋⋈⊡<⊣	B
⊢⊙>∈⊤<⊡∋⋈⊞⊣	B
⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙	N
⊢⊙∈>⊤<⊥∋⊞⋈⊡⊣	B
⊢>∈⊤<⊞⋈⊙∋⊡⋈⊙	B
⊢⋈∈⊤⊥∋>⊡⊙∈⊤>⊥<∋⊞⊡⊣	B
⊢>⋈∈⊤⊙>∋⋈∈⊥<∋⊞⊡⊣	B
⊢⊙⋈∈⊤>⊡<⊥∋⊙⊞⋈⊣	B
⊢⊡>⋈⊙∈⊤>⊥<>⊤∋⊞⊡⊣	B
⊢⊣∈⊤>⊥<⋈⊞∋⊙⊡	B
⊢⊙∈⊤∈⊤>⊥>∋⊥<⊞∋⋈⊡⊣	B
⊢⊙∈⋈⋈⊞>⊤⊡<∋⊙⊣	B
⊢⊙>∈⊞⊥<⊤∋⋈>⊡⊣	B
⊢⊙>∈⊥⊤∋∈⊤⊥⊞⋈><⊤⊥∋⊡⊣	B
⊢⊙>∈⊤⊡⊥<∋⋈⊞⊣	B
⊢⊙>⋈∈⊤⊡∋<⊙⊣	T
⊢>∈⊤⊥∋⊣⊡	T
⊢>⋈∈⊤⊙∋>⋈∈⊥<∋⊞⊡⊣	B
⊢⊙∈⊤>⊞⊥<∋⋈⊡⊣	B
⊢>⊙∈⊤>⊥<⊞∋⋈⊡⊣	B
⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙	N
⊢⊙>⋈∈⋈∈>⋈∈∋>⊙⊣⋈∈∋⊞>⋈⊤⊡⊣⊙	B
⊢⊙>∈⊞⊤>⊥<∋⋈⊡⊣	B
⊢⊙>∈⊤⋈⊥<⊞∋⊡⊣	B
⊢∈>⋈⊤∋⊙∈⊞<⋈⊡⊣	B
⊢⊙⋈∈>⊤<⊥∋⊞⊡⊣	B
⊢⊙⋈∈⊤>⊥<∋⊞⊡⊣	B
⊢⊙∈⊞⊤>⊥<∋⋈⊡⊣	B
⊢>⋈⊙∈⊤>⊥<⊞∋⊡⊣	B
⊢⊙⊡>∈⊤>⊥<⊞∋⋈⊙⊣	B
⊢⊙⊡∈>⊤<⊥⊞∋⋈⊣	B
⊢⋈⋈⋈⋈⋈⋈⊙∈>⊤<⊥∋⊞⊡⊣	B
⊢⊙>∈⊤⋈⊞<⊥∋⊡⊣	B
⊢⊙∈⊤>⊥<⊞∋⋈⊡⊣	B
⊢⊙>⋈∈⊤>⊥<∋⊞>⊡⊣	B
⊢⊙>∈⊤>⊥<⊞∋⋈⊡⊣	B
⊢⊙⊡⋈∈⊥<⊤>⊞∋⋈⊣	B
⊢∈⊤>⊙⊡⊥<⊞⊡∋⋈⊣	B
⊢⊙∈⊤>⊥<⊞∋⋈⊡⊣	B
⊢∈⊤>⋈⊞⋈⊥<⊞⋈>∋⊡⊣	B
⊢⊙>⋈∈<⊥⊤∋⊞⊡⊣	B
⊢⊙⊤>⊡∈⊤∈>∋⊥<∋⋈⊡⊞⋈<⊙⊣	B
⊢>⊙⋈∈⊤⊥⊞<∋⊡⊣	B
⊢⊙>⊡∈<>⋈⊞⊡∋>∈⊤⊡⊣	B
⊢>⊙∈⊤⋈∋⊥⊞⊡⊣	B
⊢⊙>∈>><⊤⊥⊞⋈∋⊡⊣	B
⊢>⋈⊙<∈⊤∋⊡∈⊥∋⊞⊡⊣	B
⊢>∈⊤⊥⊞∋⊙⊡⊣	B
⊢⊙>⋈∈⊤>⊥<⊞∋⋈⊡⊣	B
⊢⊙>∈⊤⊥∋⊞⊡⊙	B
⊢⊡>⊙⋈∈⊤<⊥∋⊡⊣	T
⊢>∈⊤⋈⊞<∋⊡⊣	B
⊢⊣⊙>⋈∈⊤⊥∋<⋈⊙⊡	T
⊢>⋈⊙∈⊤>⊥<⊞⊡∋⊣	B
⊢⊣∈⊤>⋈<⊥∋⊙⊞⊡	B
